STARTING APP .........

Beginning translation of logical addresses to physical addresses...
virt: 0x39ed (pg:0x39,off:0xed)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x82ed, val:    0	  tlb_Hits: 40
virt: 0xafa4 (pg:0xaf,off:0xa4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x33a4, val:    0	  tlb_Hits: 40

virt: 0x8484 (pg:0x84,off:0x84)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa484, val:    0	  tlb_Hits: 40
virt: 0x085d (pg:0x 8,off:0x5d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x895d, val:    0	  tlb_Hits: 40
virt: 0x4b2d (pg:0x4b,off:0x2d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x372d, val:    0	  tlb_Hits: 40
virt: 0xb840 (pg:0xb8,off:0x40)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7440, val:    0	  tlb_Hits: 40
virt: 0x5df0 (pg:0x5d,off:0xf0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9af0, val:    0	  tlb_Hits: 40

virt: 0x03fe (pg:0x 3,off:0xfe)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1ffe, val:    0	  tlb_Hits: 40
virt: 0x5a23 (pg:0x5a,off:0x23)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x8c23, val: -120	  tlb_Hits: 41
virt: 0x6138 (pg:0x61,off:0x38)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xcd38, val:    0	  tlb_Hits: 41
virt: 0xc05f (pg:0xc0,off:0x5f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x215f, val:   23	  tlb_Hits: 41
virt: 0x1324 (pg:0x13,off:0x24)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3524, val:    0	  tlb_Hits: 41

virt: 0x5880 (pg:0x58,off:0x80)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0b80, val:    0	  tlb_Hits: 41
virt: 0x8545 (pg:0x85,off:0x45)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xee45, val:    0	  tlb_Hits: 41
virt: 0xd903 (pg:0xd9,off:0x 3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xea03, val:   64	  tlb_Hits: 41
virt: 0xbf33 (pg:0xbf,off:0x33)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc533, val:  -52	  tlb_Hits: 41
virt: 0xe88d (pg:0xe8,off:0x8d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x658d, val:    0	  tlb_Hits: 41

virt: 0x5340 (pg:0x53,off:0x40)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2340, val:    0	  tlb_Hits: 41
virt: 0x53a7 (pg:0x53,off:0xa7)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x23a7, val:  -23	  tlb_Hits: 42
virt: 0x032d (pg:0x 3,off:0x2d)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x1f2d, val:    0	  tlb_Hits: 43
virt: 0x4bdb (pg:0x4b,off:0xdb)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x37db, val:  -10	  tlb_Hits: 44
virt: 0x07cf (pg:0x 7,off:0xcf)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x81cf, val:  -13	  tlb_Hits: 44

virt: 0x4ebb (pg:0x4e,off:0xbb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9ebb, val:  -82	  tlb_Hits: 44
virt: 0x5411 (pg:0x54,off:0x11)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xcc11, val:    0	  tlb_Hits: 44
virt: 0x3566 (pg:0x35,off:0x66)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xcf66, val:   13	  tlb_Hits: 44
virt: 0x4b59 (pg:0x4b,off:0x59)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3759, val:    0	  tlb_Hits: 44
virt: 0xe473 (pg:0xe4,off:0x73)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3c73, val:   28	  tlb_Hits: 44

virt: 0xa166 (pg:0xa1,off:0x66)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6166, val:   40	  tlb_Hits: 44
virt: 0x3f17 (pg:0x3f,off:0x17)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xda17, val:  -59	  tlb_Hits: 44
virt: 0x352b (pg:0x35,off:0x2b)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xcf2b, val:   74	  tlb_Hits: 45
virt: 0x540a (pg:0x54,off:0x a)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xcc0a, val:   21	  tlb_Hits: 46
virt: 0x34bb (pg:0x34,off:0xbb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8dbb, val:   46	  tlb_Hits: 46

virt: 0xb20f (pg:0xb2,off:0x f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1e0f, val: -125	  tlb_Hits: 46
virt: 0xbf75 (pg:0xbf,off:0x75)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xc575, val:    0	  tlb_Hits: 47
virt: 0xfd4b (pg:0xfd,off:0x4b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x084b, val:   82	  tlb_Hits: 47
virt: 0xf7fd (pg:0xf7,off:0xfd)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x42fd, val:    0	  tlb_Hits: 47
virt: 0x9729 (pg:0x97,off:0x29)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb729, val:    0	  tlb_Hits: 47

virt: 0xe734 (pg:0xe7,off:0x34)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2834, val:    0	  tlb_Hits: 47
virt: 0x6011 (pg:0x60,off:0x11)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9611, val:    0	  tlb_Hits: 47
virt: 0xe129 (pg:0xe1,off:0x29)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xef29, val:    0	  tlb_Hits: 47
virt: 0x8eac (pg:0x8e,off:0xac)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x38ac, val:    0	  tlb_Hits: 47
virt: 0xde94 (pg:0xde,off:0x94)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9294, val:    0	  tlb_Hits: 47

virt: 0x8fca (pg:0x8f,off:0xca)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8bca, val:   35	  tlb_Hits: 47
virt: 0x17d0 (pg:0x17,off:0xd0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x24d0, val:    0	  tlb_Hits: 47
virt: 0x2b3e (pg:0x2b,off:0x3e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9c3e, val:   10	  tlb_Hits: 47
virt: 0xeadc (pg:0xea,off:0xdc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x29dc, val:    0	  tlb_Hits: 47
virt: 0x92c8 (pg:0x92,off:0xc8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x53c8, val:    0	  tlb_Hits: 47

virt: 0x3af8 (pg:0x3a,off:0xf8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x60f8, val:    0	  tlb_Hits: 47
virt: 0xb0bf (pg:0xb0,off:0xbf)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbfbf, val:   47	  tlb_Hits: 47
virt: 0x800f (pg:0x80,off:0x f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x100f, val:    3	  tlb_Hits: 47
virt: 0xe416 (pg:0xe4,off:0x16)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3c16, val:   57	  tlb_Hits: 47
virt: 0xedc9 (pg:0xed,off:0xc9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5cc9, val:    0	  tlb_Hits: 47

virt: 0x5ca7 (pg:0x5c,off:0xa7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd6a7, val:   41	  tlb_Hits: 47
virt: 0x5f41 (pg:0x5f,off:0x41)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0641, val:    0	  tlb_Hits: 47
virt: 0x5723 (pg:0x57,off:0x23)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2c23, val:  -56	  tlb_Hits: 47
virt: 0x43df (pg:0x43,off:0xdf)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xf0df, val:   -9	  tlb_Hits: 47
virt: 0x3e76 (pg:0x3e,off:0x76)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5276, val:   15	  tlb_Hits: 47

virt: 0x502e (pg:0x50,off:0x2e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xde2e, val:   20	  tlb_Hits: 47
virt: 0x6530 (pg:0x65,off:0x30)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8f30, val:    0	  tlb_Hits: 47
virt: 0xa4f0 (pg:0xa4,off:0xf0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb4f0, val:    0	  tlb_Hits: 47
virt: 0x245f (pg:0x24,off:0x5f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x595f, val:   23	  tlb_Hits: 47
virt: 0x1eb6 (pg:0x1e,off:0xb6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe2b6, val:    7	  tlb_Hits: 47

virt: 0x0efb (pg:0x e,off:0xfb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x27fb, val:  -66	  tlb_Hits: 47
virt: 0x7747 (pg:0x77,off:0x47)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3f47, val:  -47	  tlb_Hits: 47
virt: 0xfe9b (pg:0xfe,off:0x9b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbd9b, val:  -90	  tlb_Hits: 47
virt: 0xe02b (pg:0xe0,off:0x2b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x942b, val:   10	  tlb_Hits: 47
virt: 0xf85b (pg:0xf8,off:0x5b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6e5b, val:   22	  tlb_Hits: 47

virt: 0x1352 (pg:0x13,off:0x52)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3552, val:    4	  tlb_Hits: 47
virt: 0x234d (pg:0x23,off:0x4d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbc4d, val:    0	  tlb_Hits: 47
virt: 0xee69 (pg:0xee,off:0x69)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1769, val:    0	  tlb_Hits: 47
virt: 0xd8f7 (pg:0xd8,off:0xf7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe3f7, val:   61	  tlb_Hits: 47
virt: 0xc4b9 (pg:0xc4,off:0xb9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x36b9, val:    0	  tlb_Hits: 47

virt: 0x1950 (pg:0x19,off:0x50)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7150, val:    0	  tlb_Hits: 47
virt: 0x36da (pg:0x36,off:0xda)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7ada, val:   13	  tlb_Hits: 47
virt: 0x541b (pg:0x54,off:0x1b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xcc1b, val:    6	  tlb_Hits: 47
virt: 0x991b (pg:0x99,off:0x1b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd91b, val:   70	  tlb_Hits: 47
virt: 0x9287 (pg:0x92,off:0x87)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5387, val:  -95	  tlb_Hits: 47

virt: 0x5c90 (pg:0x5c,off:0x90)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd690, val:    0	  tlb_Hits: 47
virt: 0x6b30 (pg:0x6b,off:0x30)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3d30, val:    0	  tlb_Hits: 47
virt: 0x6e29 (pg:0x6e,off:0x29)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8829, val:    0	  tlb_Hits: 47
virt: 0x5a20 (pg:0x5a,off:0x20)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8c20, val:    0	  tlb_Hits: 47
virt: 0x1e86 (pg:0x1e,off:0x86)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe286, val:    7	  tlb_Hits: 47

virt: 0x1998 (pg:0x19,off:0x98)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x7198, val:    0	  tlb_Hits: 48
virt: 0xaa75 (pg:0xaa,off:0x75)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3175, val:    0	  tlb_Hits: 48
virt: 0x8929 (pg:0x89,off:0x29)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9b29, val:    0	  tlb_Hits: 48
virt: 0x884a (pg:0x88,off:0x4a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x684a, val:   34	  tlb_Hits: 48
virt: 0xef71 (pg:0xef,off:0x71)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa571, val:    0	  tlb_Hits: 48

virt: 0xb241 (pg:0xb2,off:0x41)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1e41, val:    0	  tlb_Hits: 48
virt: 0xeff7 (pg:0xef,off:0xf7)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xa5f7, val:   -3	  tlb_Hits: 49
virt: 0xb3d0 (pg:0xb3,off:0xd0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc7d0, val:    0	  tlb_Hits: 49
virt: 0x4956 (pg:0x49,off:0x56)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xf156, val:   18	  tlb_Hits: 49
virt: 0xf60f (pg:0xf6,off:0x f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x560f, val: -125	  tlb_Hits: 49

virt: 0x6d9b (pg:0x6d,off:0x9b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0d9b, val:  102	  tlb_Hits: 49
virt: 0x899d (pg:0x89,off:0x9d)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x9b9d, val:    0	  tlb_Hits: 50
virt: 0xc81e (pg:0xc8,off:0x1e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7f1e, val:   50	  tlb_Hits: 50
virt: 0x3845 (pg:0x38,off:0x45)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1645, val:    0	  tlb_Hits: 50
virt: 0xcc12 (pg:0xcc,off:0x12)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb612, val:   51	  tlb_Hits: 50

virt: 0xa891 (pg:0xa8,off:0x91)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4491, val:    0	  tlb_Hits: 50
virt: 0x0a95 (pg:0x a,off:0x95)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd295, val:    0	  tlb_Hits: 50
virt: 0xbb5b (pg:0xbb,off:0x5b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x645b, val:  -42	  tlb_Hits: 50
virt: 0x904f (pg:0x90,off:0x4f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x474f, val:   19	  tlb_Hits: 50
virt: 0xd332 (pg:0xd3,off:0x32)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xca32, val:   52	  tlb_Hits: 50

virt: 0x2746 (pg:0x27,off:0x46)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xeb46, val:    9	  tlb_Hits: 50
virt: 0xa82b (pg:0xa8,off:0x2b)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x442b, val:   10	  tlb_Hits: 51
virt: 0x2d05 (pg:0x2d,off:0x 5)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa205, val:    0	  tlb_Hits: 51
virt: 0x4514 (pg:0x45,off:0x14)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2614, val:    0	  tlb_Hits: 51
virt: 0xa2d1 (pg:0xa2,off:0xd1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa3d1, val:    0	  tlb_Hits: 51

virt: 0x6ceb (pg:0x6c,off:0xeb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xaceb, val:   58	  tlb_Hits: 51
virt: 0xde4d (pg:0xde,off:0x4d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x924d, val:    0	  tlb_Hits: 51
virt: 0xb2cc (pg:0xb2,off:0xcc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1ecc, val:    0	  tlb_Hits: 51
virt: 0x6b68 (pg:0x6b,off:0x68)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3d68, val:    0	  tlb_Hits: 51
virt: 0xb6fa (pg:0xb6,off:0xfa)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd8fa, val:   45	  tlb_Hits: 51

virt: 0x974e (pg:0x97,off:0x4e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb74e, val:   37	  tlb_Hits: 51
virt: 0x712c (pg:0x71,off:0x2c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x402c, val:    0	  tlb_Hits: 51
virt: 0xe924 (pg:0xe9,off:0x24)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb924, val:    0	  tlb_Hits: 51
virt: 0x2c78 (pg:0x2c,off:0x78)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd478, val:    0	  tlb_Hits: 51
virt: 0x521a (pg:0x52,off:0x1a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x931a, val:   20	  tlb_Hits: 51

virt: 0x0890 (pg:0x 8,off:0x90)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8990, val:    0	  tlb_Hits: 51
virt: 0x47d0 (pg:0x47,off:0xd0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x09d0, val:    0	  tlb_Hits: 51
virt: 0x3498 (pg:0x34,off:0x98)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8d98, val:    0	  tlb_Hits: 51
virt: 0x792a (pg:0x79,off:0x2a)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xf22a, val:   30	  tlb_Hits: 51
virt: 0xf5ee (pg:0xf5,off:0xee)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6fee, val:   61	  tlb_Hits: 51

virt: 0x7793 (pg:0x77,off:0x93)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3f93, val:  -28	  tlb_Hits: 51
virt: 0x0779 (pg:0x 7,off:0x79)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8179, val:    0	  tlb_Hits: 51
virt: 0x49d8 (pg:0x49,off:0xd8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xf1d8, val:    0	  tlb_Hits: 51
virt: 0x6895 (pg:0x68,off:0x95)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa695, val:    0	  tlb_Hits: 51
virt: 0xd8c3 (pg:0xd8,off:0xc3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe3c3, val:   48	  tlb_Hits: 51

virt: 0x558b (pg:0x55,off:0x8b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5e8b, val:   98	  tlb_Hits: 51
virt: 0xfb9d (pg:0xfb,off:0x9d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x139d, val:    0	  tlb_Hits: 51
virt: 0xb81e (pg:0xb8,off:0x1e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x741e, val:   46	  tlb_Hits: 51
virt: 0x5a84 (pg:0x5a,off:0x84)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8c84, val:    0	  tlb_Hits: 51
virt: 0x1c5e (pg:0x1c,off:0x5e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa85e, val:    7	  tlb_Hits: 51

virt: 0x31a1 (pg:0x31,off:0xa1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x79a1, val:    0	  tlb_Hits: 51
virt: 0x1d62 (pg:0x1d,off:0x62)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1862, val:    7	  tlb_Hits: 51
virt: 0xe5bf (pg:0xe5,off:0xbf)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd7bf, val:  111	  tlb_Hits: 51
virt: 0x8864 (pg:0x88,off:0x64)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6864, val:    0	  tlb_Hits: 51
virt: 0x0eda (pg:0x e,off:0xda)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x27da, val:    3	  tlb_Hits: 51

virt: 0xe298 (pg:0xe2,off:0x98)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0c98, val:    0	  tlb_Hits: 51
virt: 0x04d7 (pg:0x 4,off:0xd7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9fd7, val:   53	  tlb_Hits: 51
virt: 0xf9cb (pg:0xf9,off:0xcb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x55cb, val:  114	  tlb_Hits: 51
virt: 0x017d (pg:0x 1,off:0x7d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xdf7d, val:    0	  tlb_Hits: 51
virt: 0xed3e (pg:0xed,off:0x3e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5c3e, val:   59	  tlb_Hits: 51

virt: 0xbe81 (pg:0xbe,off:0x81)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8081, val:    0	  tlb_Hits: 51
virt: 0xa3d2 (pg:0xa3,off:0xd2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x97d2, val:   40	  tlb_Hits: 51
virt: 0x9489 (pg:0x94,off:0x89)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9189, val:    0	  tlb_Hits: 51
virt: 0xd73b (pg:0xd7,off:0x3b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x143b, val:  -50	  tlb_Hits: 51
virt: 0xdd73 (pg:0xdd,off:0x73)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3473, val:   92	  tlb_Hits: 51

virt: 0x9a6a (pg:0x9a,off:0x6a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa96a, val:   38	  tlb_Hits: 51
virt: 0xe67b (pg:0xe6,off:0x7b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3a7b, val:  -98	  tlb_Hits: 51
virt: 0x178d (pg:0x17,off:0x8d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x248d, val:    0	  tlb_Hits: 51
virt: 0x51b8 (pg:0x51,off:0xb8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x98b8, val:    0	  tlb_Hits: 51
virt: 0x1f8d (pg:0x1f,off:0x8d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x848d, val:    0	  tlb_Hits: 51

virt: 0xa689 (pg:0xa6,off:0x89)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5189, val:    0	  tlb_Hits: 51
virt: 0x4423 (pg:0x44,off:0x23)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa023, val:    8	  tlb_Hits: 51
virt: 0xd142 (pg:0xd1,off:0x42)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0342, val:   52	  tlb_Hits: 51
virt: 0x5931 (pg:0x59,off:0x31)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xce31, val:    0	  tlb_Hits: 51
virt: 0x0ec6 (pg:0x e,off:0xc6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x27c6, val:    3	  tlb_Hits: 51

virt: 0xba8e (pg:0xba,off:0x8e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xdc8e, val:   46	  tlb_Hits: 51
virt: 0x5678 (pg:0x56,off:0x78)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xdd78, val:    0	  tlb_Hits: 51
virt: 0x579b (pg:0x57,off:0x9b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2c9b, val:  -26	  tlb_Hits: 51
virt: 0x5d3b (pg:0x5d,off:0x3b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9a3b, val:   78	  tlb_Hits: 51
virt: 0xea40 (pg:0xea,off:0x40)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2940, val:    0	  tlb_Hits: 51

virt: 0xf2d6 (pg:0xf2,off:0xd6)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xf3d6, val:   60	  tlb_Hits: 51
virt: 0x1b3c (pg:0x1b,off:0x3c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x673c, val:    0	  tlb_Hits: 51
virt: 0xf8c4 (pg:0xf8,off:0xc4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6ec4, val:    0	  tlb_Hits: 51
virt: 0xb534 (pg:0xb5,off:0x34)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc434, val:    0	  tlb_Hits: 51
virt: 0xa3d6 (pg:0xa3,off:0xd6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x97d6, val:   40	  tlb_Hits: 51

virt: 0x8eac (pg:0x8e,off:0xac)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x38ac, val:    0	  tlb_Hits: 51
virt: 0x246b (pg:0x24,off:0x6b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x596b, val:   26	  tlb_Hits: 51
virt: 0x798a (pg:0x79,off:0x8a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xf28a, val:   30	  tlb_Hits: 51
virt: 0x5749 (pg:0x57,off:0x49)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x2c49, val:    0	  tlb_Hits: 52
virt: 0xb57f (pg:0xb5,off:0x7f)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xc47f, val:   95	  tlb_Hits: 53

virt: 0xd58f (pg:0xd5,off:0x8f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbe8f, val:   99	  tlb_Hits: 53
virt: 0x23fe (pg:0x23,off:0xfe)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbcfe, val:    8	  tlb_Hits: 53
virt: 0x1c59 (pg:0x1c,off:0x59)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa859, val:    0	  tlb_Hits: 53
virt: 0x817e (pg:0x81,off:0x7e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd17e, val:   32	  tlb_Hits: 53
virt: 0xa25d (pg:0xa2,off:0x5d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa35d, val:    0	  tlb_Hits: 53

virt: 0x6666 (pg:0x66,off:0x66)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc066, val:   25	  tlb_Hits: 53
virt: 0x0e0b (pg:0x e,off:0x b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x270b, val: -126	  tlb_Hits: 53
virt: 0x460c (pg:0x46,off:0x c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x490c, val:    0	  tlb_Hits: 53
virt: 0x8764 (pg:0x87,off:0x64)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4664, val:    0	  tlb_Hits: 53
virt: 0xcaf9 (pg:0xca,off:0xf9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6af9, val:    0	  tlb_Hits: 53

virt: 0xe50a (pg:0xe5,off:0x a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd70a, val:   57	  tlb_Hits: 53
virt: 0xe286 (pg:0xe2,off:0x86)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0c86, val:   56	  tlb_Hits: 53
virt: 0x70b0 (pg:0x70,off:0xb0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x05b0, val:    0	  tlb_Hits: 53
virt: 0xc300 (pg:0xc3,off:0x 0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe700, val:    0	  tlb_Hits: 53
virt: 0x47af (pg:0x47,off:0xaf)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x09af, val:  -21	  tlb_Hits: 53

