STARTING APP .........

Beginning translation of logical addresses to physical addresses...
virt: 0xf3b9 (pg:0xf3,off:0xb9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5db9, val:    0	  tlb_Hits: 24
virt: 0xfc92 (pg:0xfc,off:0x92)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1992, val:   63	  tlb_Hits: 24
virt: 0x2ad3 (pg:0x2a,off:0xd3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x30d3, val:  -76	  tlb_Hits: 24
virt: 0x2362 (pg:0x23,off:0x62)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbc62, val:    8	  tlb_Hits: 24
virt: 0xc757 (pg:0xc7,off:0x57)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa757, val:  -43	  tlb_Hits: 24

virt: 0x7ea9 (pg:0x7e,off:0xa9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1ba9, val:    0	  tlb_Hits: 24
virt: 0xb1ab (pg:0xb1,off:0xab)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb3ab, val:  106	  tlb_Hits: 24
virt: 0xae43 (pg:0xae,off:0x43)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2b43, val: -112	  tlb_Hits: 24
virt: 0xf8b0 (pg:0xf8,off:0xb0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6eb0, val:    0	  tlb_Hits: 24
virt: 0xd688 (pg:0xd6,off:0x88)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0e88, val:    0	  tlb_Hits: 24

virt: 0x1def (pg:0x1d,off:0xef)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x18ef, val:  123	  tlb_Hits: 24
virt: 0xdca0 (pg:0xdc,off:0xa0)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xc8a0, val:    0	  tlb_Hits: 24
virt: 0x05d1 (pg:0x 5,off:0xd1)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xc9d1, val:    0	  tlb_Hits: 24
virt: 0x6f16 (pg:0x6f,off:0x16)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6d16, val:   27	  tlb_Hits: 24
virt: 0xffa9 (pg:0xff,off:0xa9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x77a9, val:    0	  tlb_Hits: 24

virt: 0x3099 (pg:0x30,off:0x99)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb099, val:    0	  tlb_Hits: 24
virt: 0xe4a2 (pg:0xe4,off:0xa2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3ca2, val:   57	  tlb_Hits: 24
virt: 0xf852 (pg:0xf8,off:0x52)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x6e52, val:   62	  tlb_Hits: 25
virt: 0x668b (pg:0x66,off:0x8b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc08b, val:  -94	  tlb_Hits: 25
virt: 0x3e64 (pg:0x3e,off:0x64)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5264, val:    0	  tlb_Hits: 25

virt: 0x8bf2 (pg:0x8b,off:0xf2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xabf2, val:   34	  tlb_Hits: 25
virt: 0x1573 (pg:0x15,off:0x73)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5473, val:   92	  tlb_Hits: 25
virt: 0xd3ed (pg:0xd3,off:0xed)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xcaed, val:    0	  tlb_Hits: 25
virt: 0xc1f7 (pg:0xc1,off:0xf7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb1f7, val:  125	  tlb_Hits: 25
virt: 0x16ec (pg:0x16,off:0xec)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xcbec, val:    0	  tlb_Hits: 25

virt: 0x4ec3 (pg:0x4e,off:0xc3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9ec3, val:  -80	  tlb_Hits: 25
virt: 0xc787 (pg:0xc7,off:0x87)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa787, val:  -31	  tlb_Hits: 25
virt: 0x5396 (pg:0x53,off:0x96)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2396, val:   20	  tlb_Hits: 25
virt: 0x7ff4 (pg:0x7f,off:0xf4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x25f4, val:    0	  tlb_Hits: 25
virt: 0xfac4 (pg:0xfa,off:0xc4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x11c4, val:    0	  tlb_Hits: 25

virt: 0xa8d2 (pg:0xa8,off:0xd2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x44d2, val:   42	  tlb_Hits: 25
virt: 0x544f (pg:0x54,off:0x4f)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xcc4f, val:   19	  tlb_Hits: 25
virt: 0x61fe (pg:0x61,off:0xfe)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xcdfe, val:   24	  tlb_Hits: 25
virt: 0xb1cb (pg:0xb1,off:0xcb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb3cb, val:  114	  tlb_Hits: 25
virt: 0x325d (pg:0x32,off:0x5d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x765d, val:    0	  tlb_Hits: 25

virt: 0x5982 (pg:0x59,off:0x82)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xce82, val:   22	  tlb_Hits: 25
virt: 0xe659 (pg:0xe6,off:0x59)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3a59, val:    0	  tlb_Hits: 25
virt: 0x4e7e (pg:0x4e,off:0x7e)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x9e7e, val:   19	  tlb_Hits: 26
virt: 0x35a2 (pg:0x35,off:0xa2)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xcfa2, val:   13	  tlb_Hits: 26
virt: 0xac1b (pg:0xac,off:0x1b)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xd01b, val:    6	  tlb_Hits: 26

virt: 0x7103 (pg:0x71,off:0x 3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4003, val:   64	  tlb_Hits: 26
virt: 0x34dd (pg:0x34,off:0xdd)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8ddd, val:    0	  tlb_Hits: 26
virt: 0x816e (pg:0x81,off:0x6e)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xd16e, val:   32	  tlb_Hits: 26
virt: 0x6f43 (pg:0x6f,off:0x43)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6d43, val:  -48	  tlb_Hits: 26
virt: 0x04c4 (pg:0x 4,off:0xc4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9fc4, val:    0	  tlb_Hits: 26

virt: 0x951e (pg:0x95,off:0x1e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4f1e, val:   37	  tlb_Hits: 26
virt: 0xd0fe (pg:0xd0,off:0xfe)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8afe, val:   52	  tlb_Hits: 26
virt: 0xa940 (pg:0xa9,off:0x40)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7340, val:    0	  tlb_Hits: 26
virt: 0x136a (pg:0x13,off:0x6a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x356a, val:    4	  tlb_Hits: 26
virt: 0x1f9a (pg:0x1f,off:0x9a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x849a, val:    7	  tlb_Hits: 26

virt: 0x0a65 (pg:0x a,off:0x65)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xd265, val:    0	  tlb_Hits: 26
virt: 0xd28f (pg:0xd2,off:0x8f)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xd38f, val:  -93	  tlb_Hits: 26
virt: 0x2b11 (pg:0x2b,off:0x11)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9c11, val:    0	  tlb_Hits: 26
virt: 0x6803 (pg:0x68,off:0x 3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa603, val:    0	  tlb_Hits: 26
virt: 0x46c5 (pg:0x46,off:0xc5)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x49c5, val:    0	  tlb_Hits: 26

virt: 0x38a9 (pg:0x38,off:0xa9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x16a9, val:    0	  tlb_Hits: 26
virt: 0xf058 (pg:0xf0,off:0x58)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5a58, val:    0	  tlb_Hits: 26
virt: 0x4fc7 (pg:0x4f,off:0xc7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x41c7, val:  -15	  tlb_Hits: 26
virt: 0x6952 (pg:0x69,off:0x52)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6952, val:   26	  tlb_Hits: 26
virt: 0x8e28 (pg:0x8e,off:0x28)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3828, val:    0	  tlb_Hits: 26

virt: 0x2c65 (pg:0x2c,off:0x65)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xd465, val:    0	  tlb_Hits: 26
virt: 0xc6c2 (pg:0xc6,off:0xc2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x66c2, val:   49	  tlb_Hits: 26
virt: 0xa2c4 (pg:0xa2,off:0xc4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa3c4, val:    0	  tlb_Hits: 26
virt: 0x7721 (pg:0x77,off:0x21)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3f21, val:    0	  tlb_Hits: 26
virt: 0x8d78 (pg:0x8d,off:0x78)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xd578, val:    0	  tlb_Hits: 26

virt: 0x15f3 (pg:0x15,off:0xf3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x54f3, val:  124	  tlb_Hits: 26
virt: 0x9077 (pg:0x90,off:0x77)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4777, val:   29	  tlb_Hits: 26
virt: 0xe8a5 (pg:0xe8,off:0xa5)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x65a5, val:    0	  tlb_Hits: 26
virt: 0x8f37 (pg:0x8f,off:0x37)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8b37, val:  -51	  tlb_Hits: 26
virt: 0x8e54 (pg:0x8e,off:0x54)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x3854, val:    0	  tlb_Hits: 27

virt: 0x90c1 (pg:0x90,off:0xc1)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x47c1, val:    0	  tlb_Hits: 28
virt: 0x5c21 (pg:0x5c,off:0x21)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xd621, val:    0	  tlb_Hits: 28
virt: 0xe5a7 (pg:0xe5,off:0xa7)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xd7a7, val:  105	  tlb_Hits: 28
virt: 0xb64a (pg:0xb6,off:0x4a)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xd84a, val:   45	  tlb_Hits: 28
virt: 0xfbdb (pg:0xfb,off:0xdb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x13db, val:  -10	  tlb_Hits: 28

virt: 0x546f (pg:0x54,off:0x6f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xcc6f, val:   27	  tlb_Hits: 28
virt: 0xa082 (pg:0xa0,off:0x82)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2282, val:   40	  tlb_Hits: 28
virt: 0x06eb (pg:0x 6,off:0xeb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xaaeb, val:  -70	  tlb_Hits: 28
virt: 0xb999 (pg:0xb9,off:0x99)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7d99, val:    0	  tlb_Hits: 28
virt: 0x99aa (pg:0x99,off:0xaa)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xd9aa, val:   38	  tlb_Hits: 28

virt: 0x056e (pg:0x 5,off:0x6e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc96e, val:    1	  tlb_Hits: 28
virt: 0x9774 (pg:0x97,off:0x74)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb774, val:    0	  tlb_Hits: 28
virt: 0xe325 (pg:0xe3,off:0x25)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8525, val:    0	  tlb_Hits: 28
virt: 0x1c1c (pg:0x1c,off:0x1c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa81c, val:    0	  tlb_Hits: 28
virt: 0x23a3 (pg:0x23,off:0xa3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbca3, val:  -24	  tlb_Hits: 28

virt: 0x1d43 (pg:0x1d,off:0x43)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1843, val:   80	  tlb_Hits: 28
virt: 0xf498 (pg:0xf4,off:0x98)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0198, val:    0	  tlb_Hits: 28
virt: 0x3c4c (pg:0x3c,off:0x4c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7c4c, val:    0	  tlb_Hits: 28
virt: 0x4453 (pg:0x44,off:0x53)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa053, val:   20	  tlb_Hits: 28
virt: 0xd198 (pg:0xd1,off:0x98)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0398, val:    0	  tlb_Hits: 28

virt: 0x6751 (pg:0x67,off:0x51)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5f51, val:    0	  tlb_Hits: 28
virt: 0x8877 (pg:0x88,off:0x77)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6877, val:   29	  tlb_Hits: 28
virt: 0x4d98 (pg:0x4d,off:0x98)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8e98, val:    0	  tlb_Hits: 28
virt: 0xc8bc (pg:0xc8,off:0xbc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7fbc, val:    0	  tlb_Hits: 28
virt: 0x3b33 (pg:0x3b,off:0x33)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7e33, val:  -52	  tlb_Hits: 28

virt: 0xfd07 (pg:0xfd,off:0x 7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0807, val:   65	  tlb_Hits: 28
virt: 0xbb61 (pg:0xbb,off:0x61)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6461, val:    0	  tlb_Hits: 28
virt: 0x3fbb (pg:0x3f,off:0xbb)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xdabb, val:  -18	  tlb_Hits: 28
virt: 0x053e (pg:0x 5,off:0x3e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc93e, val:    1	  tlb_Hits: 28
virt: 0xc7f1 (pg:0xc7,off:0xf1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa7f1, val:    0	  tlb_Hits: 28

virt: 0x179b (pg:0x17,off:0x9b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x249b, val:  -26	  tlb_Hits: 28
virt: 0x5396 (pg:0x53,off:0x96)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2396, val:   20	  tlb_Hits: 28
virt: 0x0cc9 (pg:0x c,off:0xc9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9dc9, val:    0	  tlb_Hits: 28
virt: 0x249a (pg:0x24,off:0x9a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x599a, val:    9	  tlb_Hits: 28
virt: 0x8a87 (pg:0x8a,off:0x87)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xdb87, val:  -95	  tlb_Hits: 28

virt: 0x6e2d (pg:0x6e,off:0x2d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x882d, val:    0	  tlb_Hits: 28
virt: 0x092f (pg:0x 9,off:0x2f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x122f, val:   75	  tlb_Hits: 28
virt: 0x7147 (pg:0x71,off:0x47)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4047, val:   81	  tlb_Hits: 28
virt: 0xba53 (pg:0xba,off:0x53)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xdc53, val: -108	  tlb_Hits: 28
virt: 0xb716 (pg:0xb7,off:0x16)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4d16, val:   45	  tlb_Hits: 28

virt: 0x5727 (pg:0x57,off:0x27)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2c27, val:  -55	  tlb_Hits: 28
virt: 0x566c (pg:0x56,off:0x6c)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xdd6c, val:    0	  tlb_Hits: 28
virt: 0x579b (pg:0x57,off:0x9b)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x2c9b, val:  -26	  tlb_Hits: 29
virt: 0xc0c0 (pg:0xc0,off:0xc0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x21c0, val:    0	  tlb_Hits: 29
virt: 0x5ab8 (pg:0x5a,off:0xb8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8cb8, val:    0	  tlb_Hits: 29

virt: 0x158a (pg:0x15,off:0x8a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x548a, val:    5	  tlb_Hits: 29
virt: 0x5018 (pg:0x50,off:0x18)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xde18, val:    0	  tlb_Hits: 29
virt: 0x0178 (pg:0x 1,off:0x78)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xdf78, val:    0	  tlb_Hits: 29
virt: 0x07de (pg:0x 7,off:0xde)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x81de, val:    1	  tlb_Hits: 29
virt: 0x972c (pg:0x97,off:0x2c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb72c, val:    0	  tlb_Hits: 29

virt: 0x332a (pg:0x33,off:0x2a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xad2a, val:   12	  tlb_Hits: 29
virt: 0xf3e3 (pg:0xf3,off:0xe3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5de3, val:   -8	  tlb_Hits: 29
virt: 0xbbae (pg:0xbb,off:0xae)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x64ae, val:   46	  tlb_Hits: 29
virt: 0xf7e8 (pg:0xf7,off:0xe8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x42e8, val:    0	  tlb_Hits: 29
virt: 0x31fe (pg:0x31,off:0xfe)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x79fe, val:   12	  tlb_Hits: 29

virt: 0xc7ea (pg:0xc7,off:0xea)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa7ea, val:   49	  tlb_Hits: 29
virt: 0x21b3 (pg:0x21,off:0xb3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4eb3, val:  108	  tlb_Hits: 29
virt: 0x69cb (pg:0x69,off:0xcb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x69cb, val:  114	  tlb_Hits: 29
virt: 0xb85e (pg:0xb8,off:0x5e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x745e, val:   46	  tlb_Hits: 29
virt: 0xabf5 (pg:0xab,off:0xf5)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xe0f5, val:    0	  tlb_Hits: 29

virt: 0x8018 (pg:0x80,off:0x18)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1018, val:    0	  tlb_Hits: 29
virt: 0xabdc (pg:0xab,off:0xdc)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xe0dc, val:    0	  tlb_Hits: 30
virt: 0xa0a6 (pg:0xa0,off:0xa6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x22a6, val:   40	  tlb_Hits: 30
virt: 0xfaf4 (pg:0xfa,off:0xf4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x11f4, val:    0	  tlb_Hits: 30
virt: 0x90b7 (pg:0x90,off:0xb7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x47b7, val:   45	  tlb_Hits: 30

virt: 0xeb79 (pg:0xeb,off:0x79)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xe179, val:    0	  tlb_Hits: 30
virt: 0xcea8 (pg:0xce,off:0xa8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbaa8, val:    0	  tlb_Hits: 30
virt: 0x1e58 (pg:0x1e,off:0x58)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xe258, val:    0	  tlb_Hits: 30
virt: 0xd83f (pg:0xd8,off:0x3f)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xe33f, val:   15	  tlb_Hits: 30
virt: 0x0c9e (pg:0x c,off:0x9e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9d9e, val:    3	  tlb_Hits: 30

virt: 0xaf0d (pg:0xaf,off:0x d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x330d, val:    0	  tlb_Hits: 30
virt: 0x1014 (pg:0x10,off:0x14)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc614, val:    0	  tlb_Hits: 30
virt: 0xfec6 (pg:0xfe,off:0xc6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbdc6, val:   63	  tlb_Hits: 30
virt: 0x6db3 (pg:0x6d,off:0xb3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0db3, val:  108	  tlb_Hits: 30
virt: 0xecf4 (pg:0xec,off:0xf4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1cf4, val:    0	  tlb_Hits: 30

virt: 0x0027 (pg:0x 0,off:0x27)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xe427, val:    9	  tlb_Hits: 30
virt: 0x0148 (pg:0x 1,off:0x48)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xdf48, val:    0	  tlb_Hits: 30
virt: 0xbafc (pg:0xba,off:0xfc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xdcfc, val:    0	  tlb_Hits: 30
virt: 0x32d1 (pg:0x32,off:0xd1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x76d1, val:    0	  tlb_Hits: 30
virt: 0x576a (pg:0x57,off:0x6a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2c6a, val:   21	  tlb_Hits: 30

virt: 0x9988 (pg:0x99,off:0x88)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd988, val:    0	  tlb_Hits: 30
virt: 0x2ba3 (pg:0x2b,off:0xa3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9ca3, val:  -24	  tlb_Hits: 30
virt: 0x1f8f (pg:0x1f,off:0x8f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x848f, val:  -29	  tlb_Hits: 30
virt: 0xce8f (pg:0xce,off:0x8f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xba8f, val:  -93	  tlb_Hits: 30
virt: 0x1403 (pg:0x14,off:0x 3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3b03, val:    0	  tlb_Hits: 30

virt: 0x1104 (pg:0x11,off:0x 4)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xe504, val:    0	  tlb_Hits: 30
virt: 0xb2b1 (pg:0xb2,off:0xb1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1eb1, val:    0	  tlb_Hits: 30
virt: 0x80b8 (pg:0x80,off:0xb8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x10b8, val:    0	  tlb_Hits: 30
virt: 0x1231 (pg:0x12,off:0x31)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6c31, val:    0	  tlb_Hits: 30
virt: 0x5e4e (pg:0x5e,off:0x4e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x834e, val:   23	  tlb_Hits: 30

virt: 0x5b17 (pg:0x5b,off:0x17)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5017, val:  -59	  tlb_Hits: 30
virt: 0x3527 (pg:0x35,off:0x27)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xcf27, val:   73	  tlb_Hits: 30
virt: 0xb4e0 (pg:0xb4,off:0xe0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc3e0, val:    0	  tlb_Hits: 30
virt: 0x450d (pg:0x45,off:0x d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x260d, val:    0	  tlb_Hits: 30
virt: 0xe92b (pg:0xe9,off:0x2b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb92b, val:   74	  tlb_Hits: 30

virt: 0xc717 (pg:0xc7,off:0x17)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa717, val:  -59	  tlb_Hits: 30
virt: 0x1e89 (pg:0x1e,off:0x89)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe289, val:    0	  tlb_Hits: 30
virt: 0x2161 (pg:0x21,off:0x61)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4e61, val:    0	  tlb_Hits: 30
virt: 0xd801 (pg:0xd8,off:0x 1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe301, val:    0	  tlb_Hits: 30
virt: 0xceda (pg:0xce,off:0xda)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xbada, val:   51	  tlb_Hits: 31

virt: 0x9b28 (pg:0x9b,off:0x28)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9528, val:    0	  tlb_Hits: 31
virt: 0x4817 (pg:0x48,off:0x17)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1517, val:    5	  tlb_Hits: 31
virt: 0x768d (pg:0x76,off:0x8d)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xe68d, val:    0	  tlb_Hits: 31
virt: 0xf726 (pg:0xf7,off:0x26)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4226, val:   61	  tlb_Hits: 31
virt: 0x6a14 (pg:0x6a,off:0x14)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7014, val:    0	  tlb_Hits: 31

virt: 0x5086 (pg:0x50,off:0x86)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xde86, val:   20	  tlb_Hits: 31
virt: 0x4bac (pg:0x4b,off:0xac)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x37ac, val:    0	  tlb_Hits: 31
virt: 0xbe31 (pg:0xbe,off:0x31)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8031, val:    0	  tlb_Hits: 31
virt: 0xc0ea (pg:0xc0,off:0xea)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x21ea, val:   48	  tlb_Hits: 31
virt: 0xc598 (pg:0xc5,off:0x98)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4898, val:    0	  tlb_Hits: 31

virt: 0xcae0 (pg:0xca,off:0xe0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6ae0, val:    0	  tlb_Hits: 31
virt: 0x8791 (pg:0x87,off:0x91)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4691, val:    0	  tlb_Hits: 31
virt: 0x3555 (pg:0x35,off:0x55)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xcf55, val:    0	  tlb_Hits: 31
virt: 0xc39d (pg:0xc3,off:0x9d)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xe79d, val:    0	  tlb_Hits: 31
virt: 0xd4f6 (pg:0xd4,off:0xf6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4bf6, val:   53	  tlb_Hits: 31

virt: 0xa20a (pg:0xa2,off:0x a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa30a, val:   40	  tlb_Hits: 31
